관리번호,구분명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,설치연월,설치상세장소,구조용품명,담당부서명,담당부서전화번호,데이터기준일자,제공기관코드,제공기관명
인명구조함-19,인명구조함,부산광역시,수영구,,부산광역시 수영구 수영동 547,35.167175,129.124856,2013-03,수영교 하부 갈맷길,거치대+ 구명환+ 구명로프,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-18,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 1-24,35.161308,129.130733,2013-03,경동메르빌 상가 세븐일레븐 앞,보관함+ 구명환+ 구명로프+ 구명조끼+ 구급함,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-17,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 110-7,35.156641,129.133472,2013-03,롯데캐슬자이언트 102동 앞,거치대+ 구명환+ 구명로프,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-16,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 110-19,35.155622,129.134819,2013-03,"수변공원 끝나는 지점, 파스쿠치 커피앞",보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
7,인명구조함,경상북도,영주시,,경상북도 영주시 가흥동 2012,36.81477358,128.6023568,2011-01,가흥1교,,안전재난과,054-639-5966,2025-07-28,5090000,경상북도 영주시
5,인명구조함,부산광역시,해운대구,부산광역시 해운대구 동백로 67,부산광역시 해운대구 우동 737,35.15599332,129.1540428,2019-12,웨스틴조선 앞(해변),구명조끼+구명튜브+구명줄+부저+표지판,해운대관광시설관리사업소,051-749-7612,2025-06-23,3330000,부산광역시 해운대구
4,인명구조함,부산광역시,해운대구,,부산광역시 해운대구 우동 산 2,35.18732184,129.1614556,2024-12,장산 폭포사 앞(계곡),구명조끼+구명튜브+구명줄,부산광역시 해운대구 재난안전과,051-749-4664,2025-06-23,3330000,부산광역시 해운대구
3,인명구조함,부산광역시,해운대구,,부산광역시 해운대구 좌동 산 1-240,35.18566462,129.1640025,2015-12,춘천 애기소(계곡) (3개소),구명조끼+구명튜브+구명줄,부산광역시 해운대구 재난안전과,051-749-4664,2025-06-23,3330000,부산광역시 해운대구
2,인명구조함,부산광역시,해운대구,부산광역시 해운대구 장산로 331-112,부산광역시 해운대구 우동 산 2-1,35.1877241,129.161987,2014-12,장산 폭포사 양운폭포(계곡),구명조끼+구명튜브+구명줄,부산광역시 해운대구 재난안전과,051-749-4664,2025-06-23,3330000,부산광역시 해운대구
1,인명구조함,부산광역시,해운대구,부산광역시 해운대구 장산로 331-112,부산광역시 해운대구 우동 산 2-1,35.1877241,129.161987,2015-12,장산 폭포사 석태암애기소(계곡),구명조끼+구명튜브+구명줄,부산광역시 해운대구 재난안전과,051-749-4664,2025-06-23,3330000,부산광역시 해운대구
인명구조함-15,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 110-19,35.155622,129.134819,2013-03,수변공원 공중화장실(향래원) 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-14,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 110-19,35.155622,129.134819,2013-03,수변공원 바다산책 활어마트 앞,보관함+ 구명환+ 구명로프+ 구명조끼+ 구급함,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-13,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 110-19,35.155622,129.134819,2013-03,수변공원 진입로 벽면,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-12,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 113-53,35.153469,129.130590,2013-03,민락항 빨간등대 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-11,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 113-52,35.152820,129.128147,2013-03,민락항 흰등대 앞,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-10,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 113-52,35.152820,129.128147,2013-03,민락항 방파제 끝,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-9,인명구조함,부산광역시,수영구,,부산광역시 수영구 민락동 181-78,35.154284,129.126568,2013-03,부산횟집 앞 방파제,보관함+ 구명환+ 구명로프+ 구명조끼+ 구급함,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-8,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 148-93,35.142610,129.117644,2013-03,삼익비치 301동 앞 방파제,보관함+ 구명환+ 구명로프+ 구명조끼,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
인명구조함-7,인명구조함,부산광역시,수영구,,부산광역시 수영구 남천동 148-13,35.143109,129.117584,2013-03,삼익비치 308동 앞,보관함+ 구명환+ 구명로프+ 구명조끼+ 구급함,안전관리과,051-610-4647,2025-09-01,3380000,부산광역시 수영구
242,위험표지판,전북특별자치도,장수군,전북특별자치도 장수군 호비로 10,,35.64771398,127.5211647,2024-06,토옥동계곡,,안전재난과,063-350-2483,2025-03-06,4751000,전북특별자치도 장수군
서구-18,인명구조함,부산광역시,서구,,부산광역시 서구 암남동 123-59,35.07878444,129.0248913,2023-01,남항대교 아래 친수공간,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-17,인명구조함,부산광역시,서구,,부산광역시 서구 암남동 703,35.06195738,129.0229621,2022-12,송도용궁구름다리,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-16,인명구조함,부산광역시,서구,,부산광역시 서구 암남동 703,35.06195738,129.0229621,2022-12,송도용궁구름다리,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-15,인명구조함,부산광역시,서구,,부산광역시 서구 암남동 703,35.06195738,129.0229621,2022-12,송도용궁구름다리,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-14,인명구조함,부산광역시,서구,,부산광역시 서구 암남동 703,35.06195738,129.0229621,2022-12,송도용궁구름다리,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-13,인명구조함,부산광역시,서구,부산광역시 서구 암남공원로 179-38,부산광역시 서구 암남동 620-37,35.06294323,129.0199072,2021-12,암남공원 주차장(중간),수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-12,인명구조함,부산광역시,서구,부산광역시 서구 암남공원로 179-38,부산광역시 서구 암남동 620-37,35.06294323,129.0199072,2022-12,암남공원 주차장(조개구이집 방향),수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-11,인명구조함,부산광역시,서구,부산광역시 서구 암남공원로 179-38,부산광역시 서구 암남동 620-37,35.06294323,129.0199072,2022-12,암남공원 주차장(중간),수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-10,인명구조함,부산광역시,서구,부산광역시 서구 암남공원로 179-38,부산광역시 서구 암남동 620-37,35.06294323,129.0199072,2022-12,암남공원 주차장 끝(해안산책로 방향),수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-9,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 50,부산광역시 서구 암남동 135-5,35.07394324,129.0163449,2022-12,해양레포츠센터 옆(해변),수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-8,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 50,부산광역시 서구 암남동 135-5,35.07394324,129.0163449,2022-12,해양레포츠센터 옆(백사장),수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-7,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 141,부산광역시 서구 암남동 131-2,35.07723952,129.0218995,2022-12,구름산책로 끝 전망대 부분,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-6,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 141,부산광역시 서구 암남동 131-2,35.07723952,129.0218995,2023-01,구름산책로 중간부분,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-5,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 141,부산광역시 서구 암남동 131-2,35.07723952,129.0218995,2023-01,구름산책로 입구,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-4,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 157,부산광역시 서구 암남동 124-30,35.07624153,129.0229979,2023-01,구름산책로 인근 친수공간 2,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-3,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 157,부산광역시 서구 암남동 124-30,35.07624153,129.0229979,2022-12,구름산책로 인근 친수공간 1,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-2,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 10-9,부산광역시 서구 암남동 135-10,35.07065745,129.0190191,2022-12,송도어촌계,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
서구-1,인명구조함,부산광역시,서구,부산광역시 서구 송도해변로 36,부산광역시 서구 암남동 135-23,35.0727183,129.0174477,2016-12,서린 엘마르 아파트 건너편,수난인명구조함,구민안전과,051-240-4645,2025-12-23,3260000,부산광역시 서구
43,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천10지점 위 220m,위험안내표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
42,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,영해농원 입구,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
41,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천9-2지점 맞은편,다이빙금지표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
40,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천9-2지점 맞은편,위험안내표지판(다),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
39,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,前 애기소화장실 앞(데크길 끝) 앞,위험안내표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
38,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,前 애기소화장실 앞(데크길 끝) 맞은편 바위,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
37,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,前 애기소화장실 앞(데크길 끝) 맞은편 바위,다이빙금지표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
36,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천8지점 위 50m,다이빙금지표지판(다),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
35,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천8지점 위 50m,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
34,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,물놀이금지표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
33,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,물놀이금지표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
32,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,다이빙금지표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
31,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,다이빙금지표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
30,위험표지판,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,물놀이사망사고표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
29,위험표지판,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,애기소 하부 140m 지점,위험안내표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
28,위험표지판,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,애기소 하부 140m 지점,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
27,위험표지판,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,애기소 하부 140m 지점,다이빙금지표지판,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
26,위험표지판,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,대천천6지점 위 50m,위험안내표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
25,위험표지판,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,산성로 123-19 (대천천 행락질서안내소) 앞 진입교 옆,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
24,위험표지판,부산광역시,북구,부산광역시 북구 양달로 80-11,부산광역시 북구 화명동 310,35.243096,129.0234171,2024-12,산성로 87-10 (대천리초등학교) 뒤편 데크 밑,위험안내표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
23,위험표지판,부산광역시,북구,부산광역시 북구 양달로 80-11,부산광역시 북구 화명동 310,35.243096,129.0234171,2024-12,양달로 80-11 (화명코오롱아파트] 105동 앞 옹벽,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
22,위험표지판,부산광역시,북구,부산광역시 북구 산성로87-15,부산광역시 북구 화명동 509,35.24235441,129.0216312,2024-12,산성로 87-15 (대천리중학교) 뒤편 옹벽,위험안내표지판,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
21,위험표지판,부산광역시,북구,부산광역시 북구 대천천길 65,부산광역시 북구 화명동 256,35.24227269,129.018073,2024-12,대천천길 65 (화명초등학교) 앞 데크 밑,위험안내표지판,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
20,위험표지판,부산광역시,북구,부산광역시 북구 금곡대로 358,부산광역시 북구 화명동 193-2,35.24030623,129.0144853,2024-12,산성로 21 (화명회센타) 앞 옹벽,위험안내표지판(나),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
19,위험표지판,부산광역시,북구,부산광역시 북구 금곡대로 358,부산광역시 북구 화명동 193-2,35.24030623,129.0144853,2024-12,금곡대로 348 (북구 보건소) 앞 진입보도 옆,위험안내표지판(가),안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
18,위험표지판,부산광역시,북구,부산광역시 북구 학사로192,부산광역시 북구 화명동 2258,35.23977771,129.0097001,2024-12,학사로 192 (명진중] 앞 게이트볼 경기장 옆 징검다리,위험안내표지판,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
17,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천10지점 위 230m,인명구조함 10-3,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
16,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천10지점 위 200m,인명구조함 10-2,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
15,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,영해농원 입구,인명구조함 10,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
14,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천9지점 위 100m,인명구조함 9-2,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
13,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,前 애기소화장실 앞(데크길 끝),인명구조함 9,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
12,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,대천천8지점 위 50m,인명구조함 8-3,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
11,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,인명구조함 8-2,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
10,인명구조함,부산광역시,북구,부산광역시 북구 산성로 299,부산광역시 북구 화명동 69,35.25101109,129.0426605,2024-12,애기소 지점,인명구조함 8,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
9,인명구조함,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,애기소 하부 140m 지점,인명구조함 7,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
8,인명구조함,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,대천천6지점 위 50m,인명구조함 6-2,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
7,인명구조함,부산광역시,북구,부산광역시 북구 산성로 123-19,부산광역시 북구 화명동 172-1,35.243700,129.0273227,2024-12,산성로 123-19 (대천천 행락질서안내소) 앞 진입교 옆,인명구조함 6,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
6,인명구조함,부산광역시,북구,부산광역시 북구 양달로 80-11,부산광역시 북구 화명동 310,35.243096,129.0234171,2024-12,산성로 87-10 (대천리초등학교) 뒤편 데크 밑,인명구조함 5-2,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
5,인명구조함,부산광역시,북구,부산광역시 북구 양달로 80-11,부산광역시 북구 화명동 310,35.243096,129.0234171,2024-12,양달로 80-11 (화명코오롱아파트) 105동 앞,인명구조함 5,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
4,인명구조함,부산광역시,북구,부산광역시 북구 산성로87-15,부산광역시 북구 화명동 509,35.24235441,129.0216312,2024-12,산성로 87-15 (대천리중학교) 뒤편 교량계단 입구,인명구조함 4,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
3,인명구조함,부산광역시,북구,부산광역시 북구 대천천길 65,부산광역시 북구 화명동 256,35.24227269,129.018073,2024-12,대천천길 65 (화명초등학교) 앞 데크,인명구조함 3,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
2,인명구조함,부산광역시,북구,부산광역시 북구 금곡대로 358,부산광역시 북구 화명동 193-2,35.24030623,129.0144853,2024-12,금곡대로 358 (대천성당] 앞 진입보도 옆,인명구조함 2,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
1,인명구조함,부산광역시,북구,부산광역시 북구 학사로192,부산광역시 북구 화명동 2258,35.23977771,129.0097001,2024-12,학사로 192 (명진중] 앞 게이트볼 경기장 옆 징검다리,인명구조함 1,안전총괄과,051-309-4225,2025-12-22,3320000,부산광역시 북구
14,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 산동면 대기리 1027-207,35.49500405,127.4947559,2025-12,고소암유원지,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
13,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 산내면 장항리 905,35.41992213,127.6192353,2025-12,토비스야영장 앞,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
12,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 산내면 입석리 775-10,35.41332647,127.6205917,2025-12,털보가든 앞,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
11,인명구조함,전북특별자치도,남원시,전북특별자치도 남원시 산내면 천왕봉로 892,전북특별자치도 남원시 산내면 백일리 122,35.41208514,127.6447738,2025-12,산내들펜션앞,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
10,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 산내면 내령리 742,35.40023992,127.6085493,2025-12,내령솔밭,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
9,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 산내면 내령리 742,35.40023992,127.6085493,2025-12,천왕봉식당앞(황해소),,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
8,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 산내면 내령리 742,35.40023992,127.6085493,2025-12,평생가든 앞,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
7,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 어현동 741,35.40450259,127.3864362,2025-12,춘향교(기설보),,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
6,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 쌍교동 17-2,35.404947,127.3854881,2025-12,춘향교하부,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
5,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 천거동 219-5,35.40045558,127.3770544,2025-12,승사교(금암보),,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
4,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 신촌동 산 36-10,35.41527767,127.4001625,2025-12,인도교,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
3,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 금지면 상귀리 산 125-2,35.31626535,127.2525933,2025-12,오토캠핑장,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
2,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 금지면 상귀리 605,35.31318327,127.2930249,2025-12,금곡교 아래,,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
1,인명구조함,전북특별자치도,남원시,,전북특별자치도 남원시 천거동 238-26,35.40077949,127.3776634,2025-12,승사교(금암보),,안전재난과,063-620-6955,2025-12-22,4701000,전북특별자치도 남원시
대항-16,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산13-32,35.010290,128.8251463704,2025-12,대항항(가덕해안로 1240 일원),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-15,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 393-8,35.012379006,128.827200,2024-12,대항항(남측 방파제 끝단),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-14,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 393-8,35.012379006,128.827200,2024-12,대항항(북측 방파제 끝단),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-13,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산33,35.01453212,128.8267372,2023-01,포진지산책로,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-12,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산33,35.01453212,128.8267372,2023-01,포진지산책로,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-11,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산33,35.01453212,128.8267372,2023-01,포진지산책로,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-10,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 393-3,35.012273,128.8262461,2023-01,대항항(북측 방파제),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-09,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산13-25,35.00509919,128.8246449,2017-01,외양포항(남측 방파제),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-08,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산13-23,35.00608223,128.8257879,2017-01,외양포항(선착장입구),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-07,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산13-23,35.00608223,128.8257879,2017-01,외양포항(북측 해변),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-06,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 393-3,35.012273,128.8262461,2023-01,대항항(남측 방파제),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-05,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 393-8,35.012392,128.827268,2009-12,대항항(선착장입구),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-04,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 24-4,35.01472932,128.8354898,2023-01,대항새바지항(선착장),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-03,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 24-4,35.01472932,128.8354898,2022-12,대항새바지항(마을 방파제),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
대항-01,인명구조함,부산광역시,강서구,,부산광역시 강서구 대항동 산12-1,35.013255,128.834202,2024-12,대항새바지 몽돌해변,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
천성-09,인명구조함,부산광역시,강서구,,부산광역시 강서구 천성동 489-2,35.023972,128.8103348,2022-12,가덕도 조위관측소,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
천성-08,인명구조함,부산광역시,강서구,,부산광역시 강서구 천성동 487-7,35.02180315,128.8074886,2024-12,가덕휴게소 밑 테트라포트,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
천성-07,인명구조함,부산광역시,강서구,,부산광역시 강서구 천성동 1574-2,35.041834,128.811074,2024-12,천성백옥계(팬션 옆 해안),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
천성-06,인명구조함,부산광역시,강서구,,부산광역시 강서구 천성동 1572-1,35.039969,128.8124369,2013-12,천성백옥계(방파제),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
천성-05,인명구조함,부산광역시,강서구,,부산광역시 강서구 천성동 1482-1,35.038857,128.8127805,2017-01,천성백옥계(방파제),,안전관리과,,2025-12-19,3360000,부산광역시 강서구
천성-04,인명구조함,부산광역시,강서구,,부산광역시 강서구 천성동 1339-25,35.03370778,128.810036,2024-12,천성두문방파제,,안전관리과,,2025-12-19,3360000,부산광역시 강서구
